,State,District,District Code,Assembly Constituency,AC Code,Gram Panchayat,GP Code,Total Population,Male,Female,Total Household,Agriculture (0-7),Land Improvement & Minor Irrigation (0-9),Animal Husbandry (0-6),Fisheries (0-2),Rural Housing (0-4),Drinking Water (0-3),Roads (0-8),Rural Electrification (0-3),Non-Conventional Energy (0-1),Maintenance of Community Assets (0-1),Fuel & Fodder (0-1),Libraries (0-1),Cultural Activities (0-1),Financial & Communication Infrastructure (0-9),Public Distribution System (0-2),Education (0-6),Vocational Education (0-2),Markets & Fairs (0-3),Health & Sanitation (0-11),Women & Child Development (0-7),Social Forestry (0-1),Family Welfare (0-1),Poverty Alleviation Programme (0-6),"Khadi, Village & Cottage Industries (0-3)",Small Scale Industries (0-1),Adult & Non-Formal Education (0-1)
1643,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,Phaledi (294258),294258,1737.0,964.0,772.0,580.0,0.0,0.0,0.5,0.0,3.5,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,RAMA (38778),38778,780.0,408.0,372.0,142.0,0.0,3.5,0.0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,RASLA (38780),38780,3030.0,1581.0,1449.0,586.0,0.3333333333333333,0.5,0.8333333333333334,0.0,1.6666666666666667,0.0,5.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,4.666666666666667,0.0,2.333333333333333,0.0,1.3333333333333333,3.1666666666666665,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
1646,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,REEWARI (38781),38781,1833.0,1030.0,803.0,312.0,0.0,2.5,0.0,0.0,3.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,2.5,0.0,0.0,1.25,2.0,0.0,0.0,0.5,0.0,0.0,0.0
1647,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,RIDHWA (295368),295368,251.0,153.0,98.0,64.0,0.0,4.5,0.0,0.0,3.0,2.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,0.5,0.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,ROOPSI (38738),38738,1877.0,1026.0,851.0,388.0,1.5,0.5,0.0,0.0,4.0,1.0,6.0,2.5,0.0,0.5,0.5,0.0,0.0,3.5,1.0,2.0,0.25,0.0,4.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0
1649,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,SAGARO KI BASTI (295370),295370,1593.0,820.0,773.0,314.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,1.3333333333333333,1.6666666666666667,0.0,0.0,0.6666666666666666,0.0,0.0,1.6666666666666667,0.0,0.6666666666666666,0.0,0.0,0.8333333333333334,2.6666666666666665,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1650,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,SALKHA (295386),295386,411.0,231.0,180.0,90.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,3.5,2.0,2.0,0.0,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,SAM (38782),38782,708.0,372.0,328.0,136.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1652,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,SATTO (38784),38784,2600.0,1400.0,1200.0,450.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,3.5,0.0,4.0,0.0,0.0,5.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,SIPALA (38786),38786,2394.0,1230.0,1164.0,439.0,0.0,1.0,1.3333333333333333,0.0,3.0,0.0,4.166666666666667,2.6666666666666665,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.3333333333333333,1.5,2.6666666666666665,0.0,0.0,3.333333333333333,3.8333333333333335,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
1654,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,SIYAMBAR (38788),38788,2077.0,1122.0,955.0,389.0,2.125,1.5,0.0,0.0,2.0,0.0,4.375,2.25,0.0,0.0,0.5,0.25,0.25,1.0,0.125,1.5,0.0,0.0,2.0,2.375,0.0,0.0,0.0,0.0,0.0,0.0
1655,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,SULTANA (38741),38741,838.0,463.0,375.0,145.0,1.5,4.0,0.5,0.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,2.5,0.5,2.0,0.0,0.0,2.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1656,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,TEJMALTA (38790),38790,2910.0,1765.0,1145.0,701.0,0.6666666666666666,3.5,0.0,0.0,2.0,0.0,5.166666666666667,2.6666666666666665,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,1.8333333333333333,0.8333333333333334,2.6666666666666665,0.0,0.16666666666666666,2.1666666666666665,1.1666666666666667,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333
1657,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,TEJRAWA (38792),38792,1276.0,718.0,558.0,256.0,0.5,0.0,1.0,0.0,2.5,0.0,1.75,1.5,0.0,0.5,0.0,0.0,0.0,1.5,0.25,1.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1658,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,TOGA (295374),295374,1379.0,748.0,631.0,229.0,0.0,2.1666666666666665,0.0,0.0,3.6666666666666665,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16666666666666666,2.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
1659,RAJASTHAN (8),JAISALMER (103),103,Jaisalmer(532),132.0,TURKO KI BASTI (295371),295371,795.0,414.0,381.0,185.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1660,RAJASTHAN (8),JAISALMER (103),103,Pokaran(636),133.0,AJASAR (38704),38704,2640.0,1465.0,1175.0,425.0,2.0,3.5,3.0,0.0,3.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1661,RAJASTHAN (8),JAISALMER (103),103,Pokaran(636),133.0,ANKAL KA TALA (294239),294239,4300.0,2140.0,1600.0,859.0,0.2,1.3,0.7,0.0,2.8,0.2,3.6,2.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,0.0,0.0,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0
1662,RAJASTHAN (8),JAISALMER (103),103,Pokaran(636),133.0,AWAY (38707),38707,3743.0,2021.0,1722.0,1232.0,0.6666666666666666,4.666666666666667,0.6666666666666666,0.0,3.333333333333333,0.0,4.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.6666666666666666,2.0,0.0,0.0,2.1666666666666665,4.333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
1663,RAJASTHAN (8),JAISALMER (103),103,Pokaran(636),133.0,Ghantiyali (294246),294246,1600.0,820.0,780.0,400.0,1.0,4.0,0.0,0.0,2.0,0.0,4.25,2.5,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.5,0.0,0.0,0.0,3.5,0.5,0.5,0.0,0.0,0.0,0.0
1664,RAJASTHAN (8),JAISALMER (103),103,Pokaran(636),133.0,TAWARIWALA (38743),38743,2802.0,1443.0,1359.0,710.0,0.25,4.0,0.0,0.0,3.5,0.0,4.75,2.5,0.0,0.25,0.75,0.0,0.0,1.125,0.625,2.5,0.0,0.0,1.5,1.625,0.5,0.5,0.0,0.0,0.0,0.0
1665,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,AIPURA (38834),38834,2054.0,1014.0,1028.0,520.0,0.0,1.0,1.0,0.0,4.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0,0.5,3.5,5.0,0.0,1.0,1.0,0.0,0.0,1.0
1666,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,BANKLI (38837),38837,1570.0,789.0,781.0,299.0,0.5,2.6666666666666665,0.0,0.0,3.6666666666666665,0.6666666666666666,4.166666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.0,1.3333333333333333,0.0,0.0,2.5,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
1667,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,BHOOTI (38842),38842,2613.0,1223.0,1390.0,630.0,4.0,3.0,2.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,4.0,0.0,0.0,4.5,4.0,0.0,1.0,1.0,0.0,0.0,0.0
1668,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,BIBALSAR (38913),38913,2573.0,1277.0,1296.0,455.0,2.5,3.5,0.0,0.0,4.0,0.0,6.5,2.0,0.0,0.0,1.0,0.0,1.0,4.5,0.5,3.0,0.5,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1669,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,CHANDRAI (38845),38845,8050.0,4025.0,4025.0,2500.0,5.0,5.0,4.0,0.0,4.0,2.0,3.5,2.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,4.0,0.0,3.0,6.5,3.5,1.0,1.0,1.0,0.0,0.0,0.0
1670,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,CHAWARCHA (38847),38847,3900.0,2000.0,1900.0,2600.0,0.5,2.25,1.0,0.0,4.0,1.5,6.0,3.0,0.0,0.5,0.5,0.0,0.0,3.25,2.0,3.25,0.25,0.5,3.0,2.0,0.0,0.5,1.0,0.5,0.0,0.0
1671,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,CHUNDA (38848),38848,3211.0,1585.0,1626.0,600.0,0.25,0.75,0.25,0.0,3.5,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,5.75,2.0,3.0,0.5,0.25,5.75,4.0,0.0,1.0,0.0,0.0,0.0,0.5
1672,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,DAYALPURA (38849),38849,3476.0,1703.0,1773.0,716.0,1.0,1.5,0.5,0.0,4.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,5.5,2.0,3.5,0.75,0.5,3.25,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1673,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,DECHHOO (38917),38917,520.0,265.0,255.0,102.0,0.5,3.0,0.0,0.0,4.0,1.0,4.5,3.0,0.0,0.0,1.0,0.0,0.0,1.5,0.5,1.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1674,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,DODIYALI (38850),38850,351.0,176.0,175.0,72.0,0.5,4.5,0.5,0.0,4.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,2.5,0.5,0.5,3.5,4.0,0.0,1.0,1.0,0.0,0.0,0.0
1675,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,KAWRADA (38856),38856,2370.0,1118.0,1252.0,503.0,0.0,2.5,0.0,0.0,4.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,1.0,5.5,2.0,4.0,0.0,3.0,4.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0
1676,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,MEDA UPRELA (38924),38924,2314.0,1187.0,1127.0,470.0,1.5,1.25,0.0,0.0,3.5,0.0,4.5,2.5,0.0,0.5,0.5,0.0,0.5,2.0,1.0,2.5,0.0,0.0,3.75,1.5,0.0,0.0,1.25,0.0,0.0,0.0
1677,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,NORWA (38858),38858,2809.0,1488.0,1321.0,479.0,1.0,0.5,0.0,0.0,4.0,2.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,5.5,2.0,2.0,0.0,0.5,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
1678,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,PADARLI (38860),38860,3950.0,2050.0,1900.0,890.0,3.0,6.0,2.0,0.0,4.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,0.5,4.0,0.0,0.5,6.5,2.0,0.0,1.0,2.5,0.0,0.0,1.0
1679,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,RODALA (38865),38865,3020.0,1520.0,1500.0,575.0,0.0,3.0,2.0,0.0,3.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
1680,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,SAMUJA (38930),38930,2372.0,1149.0,1223.0,406.0,2.75,2.0,0.5,0.0,4.0,3.0,4.5,3.0,0.0,0.5,0.5,0.0,0.5,3.25,1.25,3.75,0.0,0.5,4.25,2.25,0.0,0.5,0.0,0.0,0.0,0.0
1681,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,SIVNA (38933),38933,6197.0,3228.0,2969.0,1593.0,3.0,1.75,1.0,0.0,4.0,1.0,6.0,2.5,0.0,0.5,0.5,0.0,0.5,6.0,1.0,3.0,0.0,1.5,5.5,3.0,0.5,0.5,0.5,0.0,0.5,0.0
1682,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,THANWALA (38869),38869,720.0,370.0,350.0,180.0,0.0,1.0,1.0,0.0,4.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,4.5,1.0,1.0,0.5,0.5,3.5,3.5,0.0,1.0,0.0,0.0,0.0,0.0
1683,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,UMMEDPUR (38870),38870,2051.0,1051.0,1000.0,700.0,0.0,2.5,3.0,0.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0
1684,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,UNN (38935),38935,1362.0,682.0,677.0,321.0,2.0,0.25,0.0,0.0,4.0,1.0,2.25,3.0,0.0,0.0,1.0,0.0,0.0,1.5,0.5,1.0,0.0,0.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,RAJASTHAN (8),JALORE (104),104,Ahore(608),141.0,VEDIYA (38872),38872,1420.0,800.0,620.0,314.0,1.0,0.5,0.5,0.0,4.0,2.0,3.5,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,2.5,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1686,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,BALI (38874),38874,6758.0,3554.0,3204.0,954.0,0.0,3.5,0.5,0.0,3.5,0.0,6.0,3.0,0.0,0.5,0.0,0.0,0.0,2.25,1.0,2.5,0.0,0.0,3.75,3.0,0.0,1.0,0.5,0.0,0.0,0.0
1687,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,BHAGAL SEPTA (38876),38876,4955.0,2531.0,2424.0,1160.0,1.5,2.5,3.0,0.0,4.0,1.0,6.5,3.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,4.0,0.5,0.5,5.5,4.0,0.0,1.0,1.0,0.0,0.0,0.0
1688,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,BORTA (38878),38878,7890.0,4035.0,3855.0,1267.0,0.0,2.0,0.0,0.0,4.0,1.5,4.0,3.0,0.0,0.5,0.5,0.0,0.5,4.25,0.0,3.0,0.0,0.0,4.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0
1689,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,DHUMBARIYA (38882),38882,8695.0,4440.0,4250.0,1800.0,0.0,2.5,4.0,0.0,4.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,FAGOTRA (38884),38884,1980.0,1010.0,970.0,628.0,1.0,2.5,0.0,0.0,4.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1691,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,JAISAWAS (38885),38885,3760.0,1996.0,1761.0,1200.0,0.0,3.5,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,JERAN (38886),38886,425.0,220.0,205.0,66.0,0.5,4.0,0.0,0.0,4.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.5,0.5,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,KALETI (38888),38888,2862.0,1434.0,1428.0,665.0,0.0,3.0,0.5,0.0,3.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,3.0,6.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1694,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,KHANPUR (38948),38948,2958.0,1505.0,1453.0,850.0,1.0,2.0,1.5,0.0,4.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,0.5,6.0,2.5,1.0,1.0,0.5,0.0,0.0,0.0
1695,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,KOOKA (38891),38891,2005.0,1129.0,876.0,562.0,0.0,5.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,2.0,4.0,0.0,0.0,3.5,4.0,1.0,1.0,0.0,0.0,0.0,0.0
1696,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,KOT KASTA (38893),38893,2800.0,1395.0,1405.0,650.0,1.5,3.5,2.0,0.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.5,4.5,0.5,0.5,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1697,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,LAKHNI (38894),38894,2429.0,1241.0,1188.0,430.0,0.0,3.5,0.0,0.0,4.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,4.5,2.0,4.0,0.0,0.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,LUNAWAS (38895),38895,2474.0,1204.0,1270.0,665.0,0.0,5.0,3.0,0.0,4.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,3.5,2.0,4.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1699,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,MORSEEM (38896),38896,4578.0,2345.0,2233.0,1214.0,1.0,5.0,3.0,0.0,4.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,4.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,NARTA (38899),38899,5579.0,2808.0,2771.0,1103.0,1.5,2.0,2.5,0.0,4.0,0.5,6.0,3.0,1.0,1.0,0.5,0.0,0.0,6.0,1.0,3.5,0.25,0.0,5.5,2.75,0.0,0.5,0.0,0.0,0.0,0.0
1701,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,"Nawapura Dhavecha 
(294325)",294325,1778.0,887.0,891.0,276.0,0.0,3.5,0.5,0.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1702,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,Naya Morseem (262169),262169,2689.0,1270.0,1416.0,476.0,0.0,5.5,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.5,0.5,2.0,0.0,0.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,PUNASA (38901),38901,8600.0,4600.0,4000.0,2400.0,0.0,5.0,3.0,0.0,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,4.0,0.0,3.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
1704,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,RAH (38902),38902,3580.0,1780.0,1800.0,1600.0,3.0,3.5,3.0,0.0,4.0,2.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,3.0,0.0,0.5,5.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0
1705,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,SERNA (38960),38960,3755.0,1985.0,1770.0,1046.0,1.0,1.0,2.5,0.0,4.0,1.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,4.0,0.0,0.5,3.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1706,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,SEWARI (38905),38905,7180.0,3697.0,3483.0,1515.0,1.0,4.5,4.0,0.0,4.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,3.0,4.5,3.5,0.0,1.0,0.0,0.0,1.0,0.0
1707,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,SIKWARA (38959),38959,2200.0,1150.0,1050.0,528.0,1.0,3.0,0.5,0.0,4.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,2.5,0.5,0.5,5.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1708,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,TAWAB (38963),38963,5690.0,2901.0,2789.0,1290.0,2.5,4.0,4.0,0.0,4.0,2.0,6.5,2.0,0.0,1.0,1.0,0.0,1.0,7.5,2.0,4.5,0.5,3.0,7.5,3.5,1.0,1.0,1.0,0.0,1.0,1.0
1709,RAJASTHAN (8),JALORE (104),104,Bhinmal(609),143.0,Vada Naya (294330),294330,2729.0,1375.0,1354.0,455.0,0.0,2.0,0.5,0.0,3.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,2.5,3.0,0.0,0.0,0.5,0.0,0.0,0.0
1710,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,BAKARA (39033),39033,7225.0,3861.0,3364.0,1580.0,0.5,2.5,3.0,0.0,4.0,3.0,5.5,3.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,4.0,0.0,0.5,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1711,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,BAKARA ROAD (38911),38911,3302.0,1689.0,1613.0,407.0,3.5,4.5,2.0,0.0,4.0,1.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,4.0,0.0,3.0,5.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0
1712,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,BHAGLI SINDHLAN (38912),38912,3129.0,1495.0,1634.0,678.0,0.0,2.5,0.5,0.0,4.0,2.0,6.5,3.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,2.0,0.5,0.5,3.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1713,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,BHUNDAWA (39035),39035,4524.0,2314.0,2210.0,858.0,2.0,5.5,1.0,0.0,4.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1714,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,ELANA (39041),39041,7186.0,3686.0,3500.0,1229.0,3.0,4.0,2.0,0.0,4.0,3.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,4.0,0.0,3.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1715,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,LETA (38922),38922,6850.0,2655.0,2395.0,1008.0,1.5,4.0,0.5,0.0,4.0,0.0,6.5,2.0,0.0,0.0,0.0,0.0,0.0,4.5,0.5,2.5,0.5,0.5,5.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0
1716,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,MEDA UPRELA (38924),38924,2314.0,1187.0,1127.0,470.0,1.5,1.25,0.0,0.0,3.5,0.0,4.5,2.5,0.0,0.5,0.5,0.0,0.5,2.0,1.0,2.5,0.0,0.0,3.75,1.5,0.0,0.0,1.25,0.0,0.0,0.0
1717,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,NARASANA (39048),39048,2064.0,1144.0,920.0,365.0,0.0,2.0,0.5,0.0,4.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,3.0,0.5,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,NOON (38926),38926,1702.0,902.0,800.0,430.0,1.0,2.0,1.5,0.0,4.0,2.0,6.5,3.0,0.0,0.0,1.0,0.0,0.0,4.5,2.0,2.0,0.0,0.5,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
1719,RAJASTHAN (8),JALORE (104),104,Jalore(610),142.0,REOTARA (39052),39052,7512.0,3840.0,3672.0,2000.0,1.0,1.5,4.0,0.0,3.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,4.5,0.0,3.0,6.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0
